Merchant,Vintage Index,FICO Bucket,New Accounts,LTV per Account,CAC per Account,LTV/CAC,extrapolated_beyond_qsb
Merchant 1,3,Very Good (740-799),11175.0,0.22214080207295162,98.15838926174497,0.002263085241553836,0
Merchant 1,4,Exceptional (800-850),5499.0,-106.06829520411837,114.12074922713221,-0.9294391766830482,0
Merchant 1,4,Fair (580-669),4139.0,230.5222650397883,69.0964000966417,3.3362413196254543,0
Merchant 1,4,Good (670-739),6467.0,112.2547537656355,83.06633678676357,1.3513868325962224,0
Merchant 1,4,Poor (300-579),1796.0,202.06678040733925,49.97216035634744,4.043587048597006,0
Merchant 1,4,Very Good (740-799),7442.0,5.628244865379234,98.75302338081161,0.056993139781407846,0
Merchant 1,5,Exceptional (800-850),6494.0,-115.49238488843312,117.41761626116416,-0.983603555973672,0
Merchant 1,5,Fair (580-669),4729.0,252.4707921626494,70.24952421230704,3.5939146206832095,0
Merchant 1,5,Good (670-739),7539.0,116.69137510219346,84.46743599946943,1.3814954096976075,0
Merchant 1,5,Poor (300-579),2119.0,227.01310149108613,51.02878716375649,4.448726181999551,0
Merchant 1,5,Very Good (740-799),8988.0,3.8126263668156466,100.6675567423231,0.037873436986006884,0
Merchant 1,6,Exceptional (800-850),6788.0,-110.17079854419342,115.13847967000589,-0.9568547271073045,0
Merchant 1,6,Fair (580-669),4985.0,254.08466350955575,69.19959879638917,3.6717649802734678,0
Merchant 1,6,Good (670-739),7422.0,120.56052034797062,84.6928051738076,1.4235036860634722,0
Merchant 1,6,Poor (300-579),2196.0,227.3127882486216,50.75136612021858,4.478949152032059,0
Merchant 1,6,Very Good (740-799),9395.0,2.521411976829687,99.88185204896222,0.025243944972042444,0
Merchant 1,7,Exceptional (800-850),8672.0,-110.34884661288439,117.43773062730628,-0.9396370827624491,0
Merchant 1,7,Fair (580-669),6265.0,253.01322645843263,69.7366320830008,3.628125117331381,0
Merchant 1,7,Good (670-739),9661.0,127.86179536998361,84.477797329469,1.5135550335351922,0
Merchant 1,7,Poor (300-579),2712.0,229.77840945183814,49.756637168141594,4.618045401166333,0
Merchant 1,7,Very Good (740-799),11864.0,1.7053760466114816,99.79433580579905,0.017088906227405165,0
Merchant 1,8,Exceptional (800-850),5727.0,-109.88820570663799,114.18369128688667,-0.9623809185721955,0
Merchant 1,8,Fair (580-669),4345.0,230.5345855523943,70.68584579976985,3.2613967187352366,0
Merchant 1,8,Good (670-739),6609.0,112.79367063900818,84.93569375094567,1.3279890427427319,0
Merchant 1,8,Poor (300-579),1870.0,222.01002731655666,50.844919786096256,4.366415135485496,0
Merchant 1,8,Very Good (740-799),8218.0,-1.472627233411655,98.53492333901193,-0.014945231431753829,0
Merchant 1,9,Exceptional (800-850),7062.0,-105.44139131651472,116.43726989521382,-0.9055639264936847,0
Merchant 1,9,Fair (580-669),5023.0,250.97524688955593,69.71730041807685,3.599899097993202,0
Merchant 1,9,Good (670-739),7987.0,120.37228519902698,84.76774758983348,1.420024580356594,0
Merchant 1,9,Poor (300-579),2278.0,225.36390185510623,49.74978050921861,4.529947661042372,0
Merchant 1,9,Very Good (740-799),9830.0,4.573736431154634,100.8413021363174,0.045355785122368326,0
Merchant 1,10,Exceptional (800-850),7208.0,-102.77874586198757,116.20283018867924,-0.8844771310225844,0
Merchant 1,10,Fair (580-669),5189.0,248.0883786431512,69.76103295432647,3.5562601087856334,0
Merchant 1,10,Good (670-739),8000.0,133.6946525874937,85.17125,1.5697157501797108,0
Merchant 1,10,Poor (300-579),2203.0,226.04651244814212,50.04993191103041,4.516419979351143,0
Merchant 1,10,Very Good (740-799),9506.0,-0.34416934956976997,99.65600673258994,-0.003453573556216137,0
Merchant 1,11,Exceptional (800-850),8871.0,-99.72141542833822,117.64062676135723,-0.8476783758610071,1
Merchant 1,11,Fair (580-669),6499.0,239.85161070733304,69.3429758424373,3.458917183657208,1
Merchant 1,11,Good (670-739),10132.0,126.21017846616851,82.32925384919068,1.5329931047031977,1
Merchant 1,11,Poor (300-579),2809.0,232.60551082411925,49.87540049839801,4.663732190613497,1
Merchant 1,11,Very Good (740-799),12024.0,4.334652097265565,98.73419827012641,0.04390223623841469,1
Merchant 1,12,Exceptional (800-850),6059.0,-99.46506012288646,114.82917973262914,-0.8662002145663946,2
Merchant 1,12,Fair (580-669),4466.0,176.11443549501746,69.34841021047917,2.5395598105348487,2
Merchant 1,12,Good (670-739),7087.0,77.12319087991567,84.40666008183999,0.9137097807819629,2
Merchant 1,12,Poor (300-579),2026.0,175.41689768740667,51.372161895360314,3.414629464975845,2
Merchant 1,12,Very Good (740-799),8578.0,-8.725086419644644,98.89484728374913,-0.08822589507227432,2
Merchant 1,13,Exceptional (800-850),7648.0,-62.14061233789978,115.9178870292887,-0.536074405170954,3
Merchant 1,13,Fair (580-669),5465.0,218.6055464744528,69.49496797804208,3.145631300147146,3
Merchant 1,13,Good (670-739),8205.0,109.52894346422653,85.1102985984156,1.28690587705523,3
Merchant 1,13,Poor (300-579),2303.0,196.67978196060372,50.74250976986539,3.8760357509436107,3
Merchant 1,13,Very Good (740-799),9906.0,21.061989472769774,99.21158893599838,0.21229364128375075,3
Merchant 1,14,Exceptional (800-850),7799.69829277093,-61.04817537330102,115.95321491118338,-0.5264897175991373,4
Merchant 1,14,Fair (580-669),5661.10512963858,190.6974878224224,69.63978263978264,2.738341226721233,4
Merchant 1,14,Good (670-739),8752.337196588182,99.00441470413766,84.07493821240179,1.177573445894411,4
Merchant 1,14,Poor (300-579),2446.0142937209844,180.66800634327606,50.53825476955353,3.5748762430973064,4
Merchant 1,14,Very Good (740-799),10477.980510539717,16.619940348143892,99.24145842988581,0.16746973100849677,4
Merchant 1,15,Exceptional (800-850),8174.27909367523,-47.66849933030454,115.9532149111834,-0.4111011442573382,5
Merchant 1,15,Fair (580-669),5932.9799142605525,175.51547316735676,69.63978263978264,2.520333443245,5
Merchant 1,15,Good (670-739),9172.66851631642,93.89258703274163,84.0749382124018,1.1167725963180266,5
Merchant 1,15,Poor (300-579),2563.4842212455624,169.91797227602964,50.53825476955353,3.3621654141170643,5
Merchant 1,15,Very Good (740-799),10981.185914668658,21.523485600269606,99.2414584298858,0.21687998081442922,5
Merchant 1,16,Exceptional (800-850),8566.849151489141,-31.19092280821543,115.95321491118338,-0.2689957568844186,6
Merchant 1,16,Fair (580-669),6217.911495536283,161.49993112894333,69.63978263978264,2.3190757496230954,6
Merchant 1,16,Good (670-739),9613.186263324147,89.67230007236128,84.07493821240179,1.0665758664706795,6
Merchant 1,16,Poor (300-579),2686.595646413082,159.22938753050093,50.53825476955353,3.150670482321992,6
Merchant 1,16,Very Good (740-799),11508.557777065953,28.38347920061365,99.24145842988581,0.2860042531586394,6
Merchant 1,17,Exceptional (800-850),8978.27240094551,-19.85027251300521,115.95321491118338,-0.17119208405053635,7
Merchant 1,17,Fair (580-669),6516.526926611193,146.26100987041974,69.63978263978264,2.1002508096121804,7
Merchant 1,17,Good (670-739),10074.859891533028,83.40887932009849,84.07493821240179,0.9920777950425536,7
Merchant 1,17,Poor (300-579),2815.619502357886,147.59092357146122,50.53825476955354,2.9203802989330065,7
Merchant 1,17,Very Good (740-799),12061.256692789688,31.398205369830663,99.24145842988581,0.31638194225061217,7
Merchant 1,18,Exceptional (800-850),9409.454267274901,-5.056605085290286,115.95321491118337,-0.043609011523858925,8
Merchant 1,18,Fair (580-669),6829.483374881357,129.45142947638814,69.63978263978264,1.8588718196606966,8
Merchant 1,18,Good (670-739),10558.705412925412,78.29069089226213,84.0749382124018,0.9312012896693816,8
Merchant 1,18,Poor (300-579),2950.839733788184,132.98102065226695,50.53825476955353,2.6312942791285416,8
Merchant 1,18,Very Good (740-799),12640.498994518832,36.40158925680254,99.24145842988582,0.3667982094652538,8
Merchant 1,19,Exceptional (800-850),9861.343658788282,10.920187061831701,115.95321491118338,0.09417752729147036,9
Merchant 1,19,Fair (580-669),7157.469568231515,111.68156857492005,69.63978263978264,1.603703577775392,9
Merchant 1,19,Good (670-739),11065.78763349693,73.60402364213647,84.07493821240179,0.8754573622901484,9
Merchant 1,19,Poor (300-579),3092.5539218673653,117.10137718262025,50.53825476955353,2.317083914286001,9
Merchant 1,19,Very Good (740-799),13247.559429354542,41.97648558962315,99.24145842988581,0.42297328408650486,9
Merchant 1,20,Exceptional (800-850),10334.935055153584,30.592093745592102,115.95321491118338,0.26383135447365313,10
Merchant 1,20,Fair (580-669),7501.207310728711,93.84642674998892,69.63978263978264,1.34759792740045,10
Merchant 1,20,Good (670-739),11597.222496590795,69.4979048658308,84.07493821240179,0.8266185660494396,10
Merchant 1,20,Poor (300-579),3241.0739391052716,99.12304993313494,50.538254769553525,1.9613469120593978,10
Merchant 1,20,Very Good (740-799),13883.773964174967,49.99904842724992,99.24145842988581,0.5038121085511283,10
Merchant 1,21,Exceptional (800-850),10831.27069596182,44.16809143280602,115.9532149111834,0.3809130386478497,11
Merchant 1,21,Fair (580-669),7861.453071107185,76.18199046846182,69.63978263978264,1.0939435417614567,11
Merchant 1,21,Good (670-739),12154.179538770828,63.93313014599569,84.0749382124018,0.7604302959400211,11
Merchant 1,21,Poor (300-579),3396.726635700643,80.26208240027077,50.53825476955353,1.5881451143545262,11
Merchant 1,21,Very Good (740-799),14550.542725717327,53.96280952729383,99.2414584298858,0.5437526854305412,11
Merchant 10,12,Exceptional (800-850),1409.0,-89.6405718561016,114.14478353442158,-0.7853234206631049,2
Merchant 10,12,Fair (580-669),2809.0,99.53371340278494,69.74724101103595,1.4270630918151435,2
Merchant 10,12,Good (670-739),3591.0,15.026190624240574,82.79309384572542,0.18149086990564697,2
Merchant 10,12,Poor (300-579),1454.0,121.38599865199404,49.6423658872077,2.4452097816569593,2
Merchant 10,12,Very Good (740-799),2644.0,-39.50779344584618,99.75416036308623,-0.39605158624006565,2
Merchant 10,13,Exceptional (800-850),1734.0,-114.28876815253665,114.30219146482122,-0.9998825629490341,3
Merchant 10,13,Fair (580-669),3412.0,60.80403968280059,70.18757327080891,0.8663077643131603,3
Merchant 10,13,Good (670-739),4227.0,-5.927924763423516,84.68653891648924,-0.06999842996617371,3
Merchant 10,13,Poor (300-579),1732.0,95.76316265831758,51.17782909930716,1.8711845411124328,3
Merchant 10,13,Very Good (740-799),3052.0,-58.11716025751675,98.38138925294889,-0.5907332748482685,3
Merchant 10,14,Exceptional (800-850),2029.7540870092666,9.43083795723652,83.43078575813382,0.11303786571753688,4
Merchant 10,14,Fair (580-669),4017.5310770870656,9.430837957236509,83.43078575813384,0.11303786571753674,4
Merchant 10,14,Good (670-739),5048.876058618659,9.430837957236541,83.43078575813382,0.11303786571753714,4
Merchant 10,14,Poor (300-579),2057.5235511331603,9.430837957236522,83.43078575813384,0.11303786571753689,4
Merchant 10,14,Very Good (740-799),3678.485294179059,9.430837957236529,83.43078575813384,0.11303786571753698,4
Merchant 10,15,Exceptional (800-850),2413.30550178804,10.14123520729398,83.43078575813384,0.12155267525219597,5
Merchant 10,15,Fair (580-669),4776.701726574418,10.141235207293978,83.43078575813384,0.12155267525219596,5
Merchant 10,15,Good (670-739),6002.934270753705,10.14123520729401,83.43078575813382,0.12155267525219636,5
Merchant 10,15,Poor (300-579),2446.3224081122157,10.141235207293983,83.43078575813382,0.12155267525219604,5
Merchant 10,15,Very Good (740-799),4373.588335407151,10.141235207293983,83.43078575813384,0.12155267525219601,5
Merchant 10,16,Exceptional (800-850),2869.3345081727794,10.577690255647681,83.43078575813382,0.1267840181478387,6
Merchant 10,16,Fair (580-669),5679.328659033681,10.577690255647681,83.43078575813384,0.12678401814783868,6
Merchant 10,16,Good (670-739),7137.275591757807,10.577690255647699,83.43078575813382,0.1267840181478389,6
Merchant 10,16,Poor (300-579),2908.590436856021,10.577690255647695,83.43078575813382,0.12678401814783888,6
Merchant 10,16,Very Good (740-799),5200.041157668517,10.577690255647704,83.43078575813384,0.12678401814783896,6
Merchant 10,17,Exceptional (800-850),3411.536796187288,9.998298904547976,83.43078575813384,0.11983944312274707,7
Merchant 10,17,Fair (580-669),6752.520015616009,9.998298904547967,83.43078575813382,0.11983944312274698,7
Merchant 10,17,Good (670-739),8485.96712459186,9.998298904547985,83.43078575813384,0.11983944312274718,7
Merchant 10,17,Poor (300-579),3458.210700812185,9.99829890454798,83.43078575813382,0.11983944312274714,7
Merchant 10,17,Very Good (740-799),6182.664203335282,9.998298904547973,83.43078575813382,0.11983944312274705,7
Merchant 10,18,Exceptional (800-850),4056.19605472608,9.48297634656683,83.43078575813384,0.1136627955783374,8
Merchant 10,18,Fair (580-669),8028.506413124704,9.482976346566858,83.43078575813384,0.11366279557833774,8
Merchant 10,18,Good (670-739),10089.513444431592,9.482976346566836,83.43078575813382,0.1136627955783375,8
Merchant 10,18,Poor (300-579),4111.689669219628,9.482976346566847,83.43078575813382,0.11366279557833762,8
Merchant 10,18,Very Good (740-799),7350.96809663371,9.48297634656684,83.43078575813382,0.11366279557833754,8
Merchant 10,19,Exceptional (800-850),4822.6730114014545,10.194794723798822,83.43078575813382,0.12219463871949585,9
Merchant 10,19,Fair (580-669),9545.608909935872,10.194794723798818,83.43078575813382,0.1221946387194958,9
Merchant 10,19,Good (670-739),11996.073052222899,10.194794723798836,83.43078575813382,0.12219463871949601,9
Merchant 10,19,Poor (300-579),4888.652947605801,10.194794723798822,83.43078575813382,0.12219463871949585,9
Merchant 10,19,Very Good (740-799),8740.039921394427,10.194794723798825,83.43078575813382,0.12219463871949589,9
Merchant 10,20,Exceptional (800-850),5733.986883548366,10.643364146164895,83.43078575813384,0.12757118429904338,10
Merchant 10,20,Fair (580-669),11349.389883090798,10.643364146164885,83.43078575813384,0.12757118429904324,10
Merchant 10,20,Good (670-739),14262.904694744231,10.643364146164885,83.43078575813384,0.12757118429904324,10
Merchant 10,20,Poor (300-579),5812.434683736905,10.643364146164888,83.43078575813384,0.1275711842990433,10
Merchant 10,20,Very Good (740-799),10391.596973812118,10.643364146164885,83.43078575813382,0.12757118429904327,10
Merchant 10,21,Exceptional (800-850),6817.506702812985,10.124650457748949,83.43078575813384,0.1213538907220693,11
Merchant 10,21,Fair (580-669),13494.02138027349,10.124650457748949,83.43078575813382,0.12135389072206931,11
Merchant 10,21,Good (670-739),16958.086987779803,10.124650457748942,83.43078575813382,0.12135389072206923,11
Merchant 10,21,Poor (300-579),6910.778350353856,10.124650457748942,83.43078575813382,0.12135389072206923,11
Merchant 10,21,Very Good (740-799),12355.239637041923,10.124650457748949,83.43078575813382,0.12135389072206931,11
Merchant 2,2,Exceptional (800-850),5464.0,-140.5624799279749,113.86530014641288,-1.234462823592733,0
Merchant 2,2,Fair (580-669),3079.0,223.29881021378333,69.8148749594024,3.1984417410133927,0
Merchant 2,2,Good (670-739),4968.0,97.83170976626175,83.5829307568438,1.1704747474202593,0
Merchant 2,2,Poor (300-579),1336.0,181.9210970939043,49.70059880239521,3.660340146347231,0
Merchant 2,2,Very Good (740-799),7243.0,-13.197516889782857,100.7082700538451,-0.13104700222460994,0
Merchant 2,3,Exceptional (800-850),6812.0,-147.49402775348602,113.96946564885496,-1.2941538938852424,0
Merchant 2,3,Fair (580-669),3809.0,230.33062703915934,70.02100288789708,3.289450558254876,0
Merchant 2,3,Good (670-739),6339.0,102.06329025583423,84.83199242782773,1.2031226349265147,0
Merchant 2,3,Poor (300-579),1637.0,192.02774340234132,51.63714111178986,3.7187911504747753,0
Merchant 2,3,Very Good (740-799),9122.0,-18.91922385986066,98.89169041876781,-0.19131257418843903,0
Merchant 2,4,Exceptional (800-850),4697.0,-138.42406003313332,114.81158186076219,-1.2056628590050016,0
Merchant 2,4,Fair (580-669),2759.0,222.86228939319167,68.70605291772381,3.243706775880016,0
Merchant 2,4,Good (670-739),4571.0,99.70959743535765,84.10413476263399,1.1855492921574755,0
Merchant 2,4,Poor (300-579),1154.0,184.23527464132138,50.61525129982669,3.6399162290033362,0
Merchant 2,4,Very Good (740-799),6133.0,-13.111162738245818,99.28256970487527,-0.132059059079753,0
Merchant 2,5,Exceptional (800-850),5624.0,-141.06889842938412,115.42318634423897,-1.2221885645112862,0
Merchant 2,5,Fair (580-669),3174.0,248.1346089833991,70.66162570888469,3.5115893031626038,0
Merchant 2,5,Good (670-739),5169.0,117.5355667517393,83.94080092861289,1.4002197435749624,0
Merchant 2,5,Poor (300-579),1420.0,194.5924878445671,50.61971830985915,3.844203293534854,0
Merchant 2,5,Very Good (740-799),7360.0,-9.08924626523398,98.46739130434783,-0.0923071703721742,0
Merchant 2,6,Exceptional (800-850),5941.0,-135.39070788356682,113.33445547887561,-1.1946120648967362,0
Merchant 2,6,Fair (580-669),3216.0,246.8471316054323,69.57711442786069,3.5478207688732137,0
Merchant 2,6,Good (670-739),5443.0,105.04370932120234,85.64210913099394,1.2265427648510228,0
Merchant 2,6,Poor (300-579),1451.0,202.40802733302004,50.86147484493453,3.9795941417372913,0
Merchant 2,6,Very Good (740-799),7426.0,-16.083398270259814,100.62617829248586,-0.1598331422615582,0
Merchant 2,7,Exceptional (800-850),7673.0,-139.49258262469817,115.40336243972371,-1.2087393267900362,0
Merchant 2,7,Fair (580-669),4199.0,246.896268712484,69.94760657299356,3.5297314777287814,0
Merchant 2,7,Good (670-739),6938.0,101.3919145358693,84.35428077255693,1.2019771090130051,0
Merchant 2,7,Poor (300-579),1772.0,210.85508099272005,49.949209932279906,4.221389713242571,0
Merchant 2,7,Very Good (740-799),9748.0,-17.757973259227892,98.7669265490357,-0.17979675868937192,0
Merchant 2,8,Exceptional (800-850),5321.0,-137.10488038945405,113.61022364217253,-1.206800550109649,0
Merchant 2,8,Fair (580-669),2885.0,232.72440094761566,70.08665511265164,3.320523722719442,0
Merchant 2,8,Good (670-739),4900.0,91.97033229303833,84.0,1.0948849082504561,0
Merchant 2,8,Poor (300-579),1242.0,181.62253779472968,50.48309178743961,3.597690461579813,0
Merchant 2,8,Very Good (740-799),6658.0,-20.312485151836096,99.11384800240313,-0.20494093974984803,0
Merchant 2,9,Exceptional (800-850),6176.0,-132.32745970723437,118.51683937823834,-1.1165287599757903,0
Merchant 2,9,Fair (580-669),3420.0,247.58489750115444,68.49415204678363,3.614686657220697,0
Merchant 2,9,Good (670-739),5623.0,108.60390010537904,83.31139960874978,1.3035899122498107,0
Merchant 2,9,Poor (300-579),1505.0,219.7127893161859,49.93355481727575,4.400103099412639,0
Merchant 2,9,Very Good (740-799),7959.0,-9.790366897399608,98.85538384219123,-0.09903726551735975,0
Merchant 2,10,Exceptional (800-850),6290.0,-144.9034538956211,114.30842607313195,-1.2676533032036952,0
Merchant 2,10,Fair (580-669),3529.0,247.33606749098104,70.98611504675546,3.4842879812209975,0
Merchant 2,10,Good (670-739),5870.0,106.3917681111575,84.603066439523,1.2575403302575299,0
Merchant 2,10,Poor (300-579),1537.0,207.20646032017603,50.201691607026675,4.127479646346689,0
Merchant 2,10,Very Good (740-799),8262.0,-14.572379743130561,97.3529411764706,-0.1496860759113109,0
Merchant 2,11,Exceptional (800-850),7806.0,-139.14960599875738,115.56238790673841,-1.2041080884470337,1
Merchant 2,11,Fair (580-669),4498.0,231.6698979486716,68.603823921743,3.376923977487604,1
Merchant 2,11,Good (670-739),7383.0,96.41595346152852,84.1053772179331,1.1463708582115548,1
Merchant 2,11,Poor (300-579),1904.0,201.43545869486792,50.58298319327731,3.982277160783185,1
Merchant 2,11,Very Good (740-799),10519.0,-17.224331313135476,97.66897994105904,-0.17635416407061855,1
Merchant 2,12,Exceptional (800-850),5518.0,-129.87828846423804,114.99818774918448,-1.1293942192159379,2
Merchant 2,12,Fair (580-669),3055.0,178.2055644549291,68.50409165302783,2.601385700543809,2
Merchant 2,12,Good (670-739),4994.0,57.272949024546755,83.81257509010813,0.6833455357143218,2
Merchant 2,12,Poor (300-579),1338.0,145.596105748965,51.285500747384155,2.83893310247909,2
Merchant 2,12,Very Good (740-799),6916.0,-44.3287089288812,99.58646616541354,-0.44512784352896934,2
Merchant 2,13,Exceptional (800-850),6647.0,-88.02059195626626,115.10907176169701,-0.7646711993168505,3
Merchant 2,13,Fair (580-669),3732.0,207.34369342863727,69.35691318327974,2.989517322962735,3
Merchant 2,13,Good (670-739),6118.0,92.36754983376935,82.8309905197777,1.1151327450528867,3
Merchant 2,13,Poor (300-579),1622.0,176.22488963970693,49.870530209617755,3.5336478056076728,3
Merchant 2,13,Very Good (740-799),8237.0,4.354983702781594,100.6288697341265,0.043277676816682736,3
Merchant 2,14,Exceptional (800-850),6864.5433566831425,-93.24852927870347,114.95342643539861,-0.8111852962565423,4
Merchant 2,14,Fair (580-669),3872.3333188341676,176.63476152254853,69.55966630395356,2.5393273272863466,4
Merchant 2,14,Good (670-739),6368.934880072532,79.56532890200228,84.10430938579543,0.946031534924419,4
Merchant 2,14,Poor (300-579),1673.201402312509,161.7033269508442,50.47215090969974,3.203812875741106,4
Merchant 2,14,Very Good (740-799),8870.241585076188,-4.582490765958958,99.08864547042884,-0.04624637610296648,4
Merchant 2,15,Exceptional (800-850),7201.377545539709,-80.65264790002249,114.95342643539863,-0.7016115169507153,5
Merchant 2,15,Fair (580-669),4062.343663974154,159.6270778132889,69.55966630395358,2.2948223632322997,5
Merchant 2,15,Good (670-739),6681.450207420699,73.47531064821007,84.10430938579542,0.8736212351637179,5
Merchant 2,15,Poor (300-579),1755.3032127108515,150.5313928107305,50.47215090969974,2.982464390710192,5
Merchant 2,15,Very Good (740-799),9305.492769900022,-0.719744819839836,99.08864547042884,-0.007263645763072121,5
Merchant 2,16,Exceptional (800-850),7554.739748699249,-62.85163282059273,114.95342643539861,-0.5467573674797246,6
Merchant 2,16,Fair (580-669),4261.677568913243,142.54555509815586,69.55966630395356,2.0492558787628052,6
Merchant 2,16,Good (670-739),7009.300254257537,68.43359174895016,84.10430938579542,0.8136752117544654,6
Merchant 2,16,Poor (300-579),1841.4336518572748,139.46492680107818,50.47215090969974,2.763205535872572,6
Merchant 2,16,Very Good (740-799),9762.10116265033,4.673375454643686,99.08864547042884,0.04716358198718508,6
Merchant 2,17,Exceptional (800-850),7925.440974265565,-51.599519065857656,114.95342643539861,-0.4488732582047521,7
Merchant 2,17,Fair (580-669),4470.792528569746,125.17795449516677,69.55966630395356,1.7995766964749231,7
Merchant 2,17,Good (670-739),7353.237475266764,61.074355403180434,84.1043093857954,0.7261739124808204,7
Merchant 2,17,Poor (300-579),1931.7903993097705,126.87627792264442,50.47215090969974,2.513787814385801,7
Merchant 2,17,Very Good (740-799),10241.114733663138,6.218463992976382,99.08864547042884,0.06275657481696191,7
Merchant 2,18,Exceptional (800-850),8314.332025452286,-36.578676299503236,114.95342643539861,-0.3182043148584151,8
Merchant 2,18,Fair (580-669),4690.168486540884,106.09912800810469,69.55966630395356,1.5252966790335842,8
Merchant 2,18,Good (670-739),7714.051247101974,54.449829495300136,84.10430938579542,0.6474083182293665,8
Merchant 2,18,Poor (300-579),2026.580834504401,110.59146483822497,50.47215090969974,2.1911383375771982,8
Merchant 2,18,Very Good (740-799),10743.63287581196,9.909097814061445,99.08864547042883,0.10000235412460685,8
Merchant 2,19,Exceptional (800-850),8722.305453276998,-20.543359544622074,114.95342643539861,-0.17871028451828713,9
Merchant 2,19,Fair (580-669),4920.308936630192,86.2475889354686,69.55966630395358,1.2399080317406084,9
Merchant 2,19,Good (670-739),8092.569680099542,47.961835887220275,84.10430938579542,0.5702660926352089,9
Merchant 2,19,Poor (300-579),2126.0225127156646,92.87946227809923,50.47215090969974,1.8402120893217104,9
Merchant 2,19,Very Good (740-799),11270.808927744629,14.044416010058315,99.08864547042886,0.1417358764304595,9
Merchant 2,20,Exceptional (800-850),9150.29760507154,-0.18427429881126445,114.95342643539861,-0.001603034415984309,10
Merchant 2,20,Fair (580-669),5161.7420784254155,66.58523661042415,69.55966630395356,0.9572391609739457,10
Merchant 2,20,Good (670-739),8489.661518889916,42.162353640864175,84.10430938579542,0.5013102651786958,10
Merchant 2,20,Poor (300-579),2230.343664371613,72.39280915686115,50.47215090969974,1.4343119493040803,10
Merchant 2,20,Very Good (740-799),11823.852820932092,20.586393100545685,99.08864547042884,0.20775733690586484,10
Merchant 2,21,Exceptional (800-850),9599.290773510016,13.102965123442436,114.95342643539861,0.11398498965845115,11
Merchant 2,21,Fair (580-669),5415.022029579124,47.008556871518955,69.55966630395358,0.6758019319142007,11
Merchant 2,21,Good (670-739),8906.23813626943,34.56875684480228,84.10430938579542,0.41102242081593837,11
Merchant 2,21,Poor (300-579),2339.783718869716,51.20359453156086,50.47215090969974,1.0144920239910074,11
Merchant 2,21,Very Good (740-799),12404.033856604427,23.61657236247032,99.08864547042886,0.2383378261994533,11
Merchant 3,4,Exceptional (800-850),2538.0,-91.1079332785957,112.61623325453112,-0.809012436712182,0
Merchant 3,4,Fair (580-669),3606.0,245.42773946895954,70.63505268996117,3.474588467374929,0
Merchant 3,4,Good (670-739),4530.0,119.76771723232316,84.13907284768212,1.423449453135049,0
Merchant 3,4,Poor (300-579),1629.0,208.7071209414684,50.56476365868631,4.127520942256307,0
Merchant 3,4,Very Good (740-799),3944.0,8.182155433904073,99.74137931034483,0.08203371048685155,0
Merchant 3,5,Exceptional (800-850),3133.0,-99.55287336802574,115.24098308330673,-0.8638669222047491,0
Merchant 3,5,Fair (580-669),4236.0,246.43694505425626,69.21388101983003,3.560513316449502,0
Merchant 3,5,Good (670-739),5312.0,111.86539728151858,84.85692771084338,1.318282434908658,0
Merchant 3,5,Poor (300-579),1910.0,224.76077317172243,51.15706806282723,4.3935428999896615,0
Merchant 3,5,Very Good (740-799),4749.0,-4.729913981590836,98.96188671299221,-0.04779530927202775,0
Merchant 3,6,Exceptional (800-850),3238.0,-90.60834442575499,115.03705991352687,-0.7876448206679231,0
